mode,batch,rep,frac,auc_ref,auc_cur,auc_drop,ks,psi,wasserstein,jensen_shannon,mmd,c2st,alarm_ks,alarm_psi,alarm_wasserstein,alarm_jensen_shannon,alarm_mmd,alarm_c2st,harm
sudden,5,1,1.0,0.8387093507860723,0.7602291628691215,0.07848018791695088,0.0916999951004982,0.1672477559612868,0.26376913842298444,0.1908350585837465,0.0024236440658569336,0.34687978515625006,1,1,1,1,1,1,1
gradual,5,1,0.625,0.8387093507860723,0.8006560449325557,0.03805330585351663,0.049250006675720215,0.045468354943902875,0.11891523826165108,0.1010484973236921,0.0003120303153991699,0.17207089843750012,1,1,1,1,1,1,1
sudden,6,1,1.0,0.8387093507860723,0.753018820634342,0.08569053015173034,0.09359997510910034,0.1628438206622617,0.25821118378248076,0.18754191916787483,0.0024895071983337402,0.3487507812499999,1,1,1,1,1,1,1
gradual,6,1,0.75,0.8387093507860723,0.7881952545874347,0.05051409619863767,0.0645499974489212,0.07516408654205779,0.16219298326986895,0.1264398745625724,0.0007123947143554688,0.23756503906249993,1,1,1,1,1,1,1
sudden,7,1,1.0,0.8387093507860723,0.7584573421740187,0.08025200861205362,0.09000000357627869,0.1551512130066907,0.2537259005368238,0.18540079510659205,0.002436697483062744,0.3475743164062499,1,1,1,1,1,1,1
gradual,7,1,0.875,0.8387093507860723,0.775066400078989,0.06364295070708337,0.07874999940395355,0.11995436609930488,0.21148175423384744,0.16204406430825297,0.0012378096580505371,0.29809443359375,1,1,1,1,1,1,1
sudden,8,1,1.0,0.8387093507860723,0.758542767954794,0.08016658283127831,0.09189999103546143,0.15928498166736654,0.260672536469854,0.18679238130864212,0.0025370121002197266,0.3490955078125,1,1,1,1,1,1,1
gradual,8,1,1.0,0.8387093507860723,0.7567203449690121,0.08198900581706026,0.09284999966621399,0.1581782342618945,0.26042153610944807,0.18840448026763318,0.002460002899169922,0.3521276367187499,1,1,1,1,1,1,1
sudden,1,2,1.0,0.8496821990849156,0.7657365500212197,0.08394564906369595,0.09224998950958252,0.1574487844489993,0.2566614725584691,0.1875178500843958,0.0022931694984436035,0.35467890625,1,1,1,1,1,1,1
gradual,1,2,0.125,0.8496821990849156,0.8412739527874742,0.008408246297441413,0.01705002784729004,0.0019282526727214368,0.020528442683182782,0.02785366233178976,5.960464477539063e-08,-0.0003784179687499889,0,0,0,0,0,0,1
sudden,2,2,1.0,0.8496821990849156,0.7670951670042085,0.08258703208070706,0.09140001237392426,0.1583581724755973,0.2554364441031905,0.1872601787505226,0.0022626519203186035,0.35005869140625,1,1,1,1,1,1,1
gradual,2,2,0.25,0.8496821990849156,0.8367748039059173,0.012907395178998304,0.018150001764297485,0.004450620123682597,0.029550449305429435,0.03316468485741883,-9.59634780883789e-06,-0.0013338867187500103,0,1,1,1,0,0,1
sudden,3,2,1.0,0.8496821990849156,0.7674167021319356,0.08226549695298002,0.09189999103546143,0.15514489553713862,0.2549650082165205,0.18573760965362482,0.0022644996643066406,0.34924482421875,1,1,1,1,1,1,1
gradual,3,2,0.375,0.8496821990849156,0.829021108071542,0.020661091013373656,0.027100026607513428,0.0099521828688139,0.050899923452797625,0.04695330293234239,4.6372413635253906e-05,0.04244580078125004,1,1,1,1,0,1,1
sudden,4,2,1.0,0.8496821990849156,0.7631209636351893,0.08656123544972627,0.09560000896453857,0.17162587490195894,0.2654454754266775,0.19307232076818032,0.0024059414863586426,0.35233632812500004,1,1,1,1,1,1,1
gradual,4,2,0.5,0.8496821990849156,0.8157630603937377,0.03391913869117791,0.03630000352859497,0.023676173611743116,0.07769975263482805,0.07014045558952459,0.0001271367073059082,0.08592607421874998,1,1,1,1,0,1,1
sudden,5,2,1.0,0.8496821990849156,0.7690706981867496,0.08061150089816604,0.0899999737739563,0.15902163033677758,0.25598861596652717,0.1844679234457519,0.00245058536529541,0.34911728515624996,1,1,1,1,1,1,1
gradual,5,2,0.625,0.8496821990849156,0.8016324720405302,0.04804972704438537,0.049250006675720215,0.04283389661088584,0.11327496809134335,0.09543566736803048,0.0003243088722229004,0.16609277343749995,1,1,1,1,1,1,1
sudden,6,2,1.0,0.8496821990849156,0.7628755345643926,0.08680666452052299,0.09314996004104614,0.16173760421191616,0.2571393196374771,0.1859531259042543,0.0022823214530944824,0.3481016601562499,1,1,1,1,1,1,1
gradual,6,2,0.75,0.8496821990849156,0.7845206886432461,0.06516151044166951,0.06604999303817749,0.08171471864506852,0.16277431588182673,0.12986950078013895,0.000814974308013916,0.23169140624999995,1,1,1,1,1,1,1
sudden,7,2,1.0,0.8496821990849156,0.7642670098525561,0.08541518923235947,0.09200000762939453,0.16251634325644246,0.25778895449422984,0.187239035057769,0.0023775100708007812,0.3504103515625001,1,1,1,1,1,1,1
gradual,7,2,0.875,0.8496821990849156,0.7755904696012571,0.0740917294836585,0.07730001211166382,0.11284810687788781,0.20432410543585713,0.1541115437327396,0.0015320181846618652,0.30298232421874993,1,1,1,1,1,1,1
sudden,8,2,1.0,0.8496821990849156,0.7639629120954302,0.08571928698948539,0.09285002946853638,0.15549425454566343,0.25275856210355496,0.1832499082279203,0.002431929111480713,0.3466744140625,1,1,1,1,1,1,1
gradual,8,2,1.0,0.8496821990849156,0.7649321264752462,0.08475007260966938,0.09255003929138184,0.16123406947247956,0.2599106049060093,0.18857471789746613,0.0024608373641967773,0.34908867187500014,1,1,1,1,1,1,1
sudden,1,3,1.0,0.8422389502139022,0.7541602694232148,0.08807868079068737,0.09030000865459442,0.15468836356730445,0.25616570484386003,0.18579984878724543,0.002368032932281494,0.35281171874999995,1,1,1,1,1,1,1
gradual,1,3,0.125,0.8422389502139022,0.8370085490642145,0.005230401149687647,0.014249980449676514,0.0023238265881514513,0.019760228826481954,0.02688137933729491,7.545948028564453e-05,-0.007493554687500015,0,0,0,0,0,0,0
sudden,2,3,1.0,0.8422389502139022,0.7638919827656062,0.07834696744829595,0.09450000524520874,0.15980118913296865,0.2580597082379153,0.1871298648651377,0.0024514198303222656,0.3472658203125001,1,1,1,1,1,1,1
gradual,2,3,0.25,0.8422389502139022,0.8311237173520557,0.011115232861846458,0.01759999990463257,0.00465620000571752,0.032545079639061766,0.03275672443957238,7.88569450378418e-05,0.005001367187499994,0,1,1,1,0,0,1
sudden,3,3,1.0,0.8422389502139022,0.755796915453808,0.08644203476009416,0.09595000743865967,0.169695842384224,0.2650044458036329,0.19095043471734513,0.0026265978813171387,0.3576549804687499,1,1,1,1,1,1,1
gradual,3,3,0.375,0.8422389502139022,0.8211030279156029,0.021135922298299303,0.02659999579191208,0.011649805603373913,0.05379016411686346,0.05171984584265289,0.00010329484939575195,0.04616503906249991,1,1,1,1,0,1,1
sudden,4,3,1.0,0.8422389502139022,0.7611668253395483,0.08107212487435389,0.09280000627040863,0.16674340878802854,0.26533286422195806,0.18945875558038197,0.002476334571838379,0.35477734375000014,1,1,1,1,1,1,1
gradual,4,3,0.5,0.8422389502139022,0.8139193686326627,0.028319581581239484,0.03894999623298645,0.02417708273236129,0.08308280685543383,0.07493084048857435,0.00022780895233154297,0.09498642578125005,1,1,1,1,1,1,1
sudden,5,3,1.0,0.8422389502139022,0.7589435018826788,0.08329544833122338,0.0942000076174736,0.1653041528850674,0.2630646924100846,0.1913435279985102,0.002607285976409912,0.3537836914062501,1,1,1,1,1,1,1
gradual,5,3,0.625,0.8422389502139022,0.8024217808954613,0.039817169318440815,0.051850005984306335,0.047821602455180245,0.12413186890986112,0.10340411762137573,0.0004724264144897461,0.16659570312500005,1,1,1,1,1,1,1
sudden,6,3,1.0,0.8422389502139022,0.7528803718256446,0.08935857838825756,0.09519999474287033,0.16168387449389576,0.26215772769290896,0.1880252479911028,0.002455770969390869,0.3476461914062501,1,1,1,1,1,1,1
gradual,6,3,0.75,0.8422389502139022,0.7834066417726772,0.058832308441225,0.06444999575614929,0.07639499229035024,0.163021634700547,0.12913951966974832,0.000953972339630127,0.24417900390624991,1,1,1,1,1,1,1
sudden,7,3,1.0,0.8422389502139022,0.7589960809265079,0.08324286928739422,0.09560000896453857,0.16313708675124192,0.262535276328789,0.18924743671401523,0.0025339126586914062,0.35250458984375,1,1,1,1,1,1,1
gradual,7,3,0.875,0.8422389502139022,0.7701148605524851,0.07212408966141703,0.07874999940395355,0.11600082075146773,0.21159286997357576,0.16093140660364416,0.0015171170234680176,0.29781552734375005,1,1,1,1,1,1,1
sudden,8,3,1.0,0.8422389502139022,0.75751038151597,0.0847285686979321,0.09335000067949295,0.17042788866707992,0.26788509272914607,0.19190234661783018,0.002582550048828125,0.35433417968750003,1,1,1,1,1,1,1
gradual,8,3,1.0,0.8422389502139022,0.7630126684388259,0.07922628177507629,0.09175000339746475,0.1590425812673069,0.2593860681141172,0.18725848563360442,0.002529740333557129,0.35538710937499995,1,1,1,1,1,1,1
sudden,1,4,1.0,0.8403092067334698,0.7616753275163699,0.07863387921709986,0.08775001764297485,0.15140279667324247,0.25329213352892677,0.18047030973977682,0.002543926239013672,0.3493987304687498,1,1,1,1,1,1,1
gradual,1,4,0.125,0.8403092067334698,0.8395240213972824,0.0007851853361873218,0.013999998569488525,0.0016443122567924916,0.018818530668475036,0.022557392922731966,3.063678741455078e-05,-0.006397851562500001,0,0,0,0,0,0,0
sudden,2,4,1.0,0.8403092067334698,0.7664770248250691,0.07383218190840068,0.09114998579025269,0.15279301396635944,0.2485736832306494,0.1843947856548299,0.0025842785835266113,0.354358984375,1,1,1,1,1,1,1
gradual,2,4,0.25,0.8403092067334698,0.8337892271523873,0.0065199795810824135,0.013999998569488525,0.0029051164272440215,0.02513830938309519,0.030194369725586128,5.728006362915039e-05,0.0024578124999999895,0,1,1,1,0,0,0
sudden,3,4,1.0,0.8403092067334698,0.7654082736674591,0.07490093306601064,0.09025001525878906,0.15608674257705726,0.25351488011523005,0.183866997482393,0.002698540687561035,0.34993906250000006,1,1,1,1,1,1,1
gradual,3,4,0.375,0.8403092067334698,0.8259217444397318,0.014387462293737996,0.021700024604797363,0.009254098351583985,0.04811440103408092,0.044190605120601995,0.0001061558723449707,0.02991953125000002,1,1,1,1,0,1,1
sudden,4,4,1.0,0.8403092067334698,0.7608695857285676,0.0794396210049022,0.08990001678466797,0.15917857825495457,0.2572348810023629,0.18480522510498812,0.0027052760124206543,0.35230400390624994,1,1,1,1,1,1,1
gradual,4,4,0.5,0.8403092067334698,0.8158390639138571,0.024470142819612684,0.034449994564056396,0.020928108692981486,0.0770082461472681,0.06716050276135206,0.00023114681243896484,0.09802929687499995,1,1,1,1,1,1,1
sudden,5,4,1.0,0.8403092067334698,0.760796550034909,0.07951265669856078,0.0877000093460083,0.15647025996226577,0.2575851410783203,0.184160536569014,0.0025826692581176758,0.34341279296875005,1,1,1,1,1,1,1
gradual,5,4,0.625,0.8403092067334698,0.805339427176414,0.034969779557055714,0.04509997367858887,0.04382653571794855,0.11274553119585427,0.09747751542201435,0.0005236268043518066,0.16947851562500005,1,1,1,1,1,1,1
sudden,6,4,1.0,0.8403092067334698,0.7600640364946634,0.0802451702388064,0.08950001001358032,0.15960160004637416,0.25246502948401245,0.18285845578863535,0.0025892257690429688,0.34689248046875,1,1,1,1,1,1,1
gradual,6,4,0.75,0.8403092067334698,0.7920608333220528,0.04824837341141697,0.06059998273849487,0.07213303259967094,0.16081995423720077,0.12597444695420687,0.0010138750076293945,0.24312167968749998,1,1,1,1,1,1,1
sudden,7,4,1.0,0.8403092067334698,0.7586063842284801,0.08170282250498961,0.09004998207092285,0.15479290394788273,0.2545613019931014,0.1833583792261278,0.002670466899871826,0.34727519531249995,1,1,1,1,1,1,1
gradual,7,4,0.875,0.8403092067334698,0.7707873438404732,0.06952186289299656,0.07345002889633179,0.10826269544999884,0.19759324584656635,0.15160766720385357,0.0017505884170532227,0.2976259765625,1,1,1,1,1,1,1
sudden,8,4,1.0,0.8403092067334698,0.7610173323348002,0.07929187439866958,0.08885002136230469,0.15012417630615166,0.245882008539433,0.18127121881641878,0.002517998218536377,0.34477539062499996,1,1,1,1,1,1,1
gradual,8,4,1.0,0.8403092067334698,0.7612507076596458,0.079058499073824,0.08925002813339233,0.1554747051677822,0.25547085103711137,0.18311498897427428,0.0024707913398742676,0.35491337890624997,1,1,1,1,1,1,1
sudden,1,5,1.0,0.844190104349364,0.763366798979317,0.080823305370047,0.09550000727176666,0.16734653033677413,0.26430981308928353,0.19213729226232712,0.002816617488861084,0.36885478515625003,1,1,1,1,1,1,1
gradual,1,5,0.125,0.844190104349364,0.8431251836189183,0.0010649207304457287,0.017450004816055298,0.0032562057918518344,0.021282344804187624,0.027145245874249158,-0.0001429915428161621,0.0011941406250000064,0,1,0,0,0,0,0
sudden,2,5,1.0,0.844190104349364,0.7670148258477623,0.07717527850160177,0.09360003471374512,0.16734258320610076,0.26431992868779136,0.19075831405022556,0.002786874771118164,0.36318232421874985,1,1,1,1,1,1,1
gradual,2,5,0.25,0.844190104349364,0.8381156702433157,0.006074434106048354,0.018250003457069397,0.004965982080972846,0.03533367575232977,0.034605032959259985,-0.00012230873107910156,0.020781152343749998,0,1,1,1,0,1,0
sudden,3,5,1.0,0.844190104349364,0.7674130879293306,0.07677701642003343,0.09360000491142273,0.1688249512865333,0.2678011627940738,0.19136039800533075,0.0025641322135925293,0.3627571289062499,1,1,1,1,1,1,1
gradual,3,5,0.375,0.844190104349364,0.8336959348189851,0.01049416953037896,0.0268000066280365,0.012423474324605357,0.05431316003931594,0.051453961421309355,-2.7179718017578125e-05,0.05324863281250003,1,1,1,1,0,1,1
sudden,4,5,1.0,0.844190104349364,0.7634239127624187,0.08076619158694531,0.09285002946853638,0.1650865843757925,0.2598345383255621,0.18856648735819567,0.0026375651359558105,0.36603935546875,1,1,1,1,1,1,1
gradual,4,5,0.5,0.844190104349364,0.8200131962200942,0.02417690812926987,0.03579999506473541,0.025088061378530438,0.08265882858067479,0.07463378664476401,0.0001125335693359375,0.12127792968750006,1,1,1,1,0,1,1
sudden,5,5,1.0,0.844190104349364,0.764649405953196,0.07954069839616806,0.09260000288486481,0.15993165470603585,0.2594804820987855,0.18830162015885404,0.0026170015335083008,0.3571418945312501,1,1,1,1,1,1,1
gradual,5,5,0.625,0.844190104349364,0.8102132287683206,0.03397687558104345,0.053450003266334534,0.052396726636778954,0.1236205983205331,0.10344355329635999,0.00039517879486083984,0.19606533203124998,1,1,1,1,1,1,1
sudden,6,5,1.0,0.844190104349364,0.7633728039774076,0.08081730037195645,0.09364999830722809,0.16391324614416297,0.2598396921819501,0.18867836046775538,0.0028487443923950195,0.3644846679687501,1,1,1,1,1,1,1
gradual,6,5,0.75,0.844190104349364,0.7950529386045395,0.04913716574482452,0.062049999833106995,0.08265094593436095,0.16540444847091137,0.13140223618837332,0.0008412003517150879,0.2574520507812501,1,1,1,1,1,1,1
sudden,7,5,1.0,0.844190104349364,0.764954050682828,0.07923605366653608,0.0934000089764595,0.16439336104067012,0.2639501181349579,0.18859379917375768,0.002614915370941162,0.3630458007812499,1,1,1,1,1,1,1
gradual,7,5,0.875,0.844190104349364,0.7812810721948716,0.0629090321544924,0.07590000331401825,0.11758229192334552,0.21389449059587906,0.16160257317901522,0.001479029655456543,0.3174372070312501,1,1,1,1,1,1,1
sudden,8,5,1.0,0.844190104349364,0.7650319830555244,0.07915812129383959,0.09395000338554382,0.17953476354292397,0.27215267345399,0.19554156411147178,0.0028526782989501953,0.35837666015625,1,1,1,1,1,1,1
gradual,8,5,1.0,0.844190104349364,0.7682089490800599,0.07598115526930416,0.094200000166893,0.16986511024088138,0.2698114575794676,0.19292201901673514,0.002768576145172119,0.36462060546874997,1,1,1,1,1,1,1
