archetype,rep,expected_harm,expected_alarm,auc_ref,auc_cur,auc_drop,segment_auc_drop,segment_positive_share,ks,psi,wasserstein,jensen_shannon,mmd,c2st,harm,segment_harm,alarm_ks,alarm_psi,alarm_wasserstein,alarm_jensen_shannon,alarm_mmd,alarm_c2st
sudden_shift,0,True,fire,0.841873077564063,0.761912063688591,0.07996101387547205,,,0.09235000610351562,0.15901626471191385,0.25678430457153856,0.18401226875017684,0.0022910237312316895,0.34712490234374993,1,0,1,1,1,1,1,1
gradual_shift,0,True,unknown,0.841873077564063,0.8382514249523926,0.0036216526116704673,,,0.019950002431869507,0.003969137576008861,0.0257647601850358,0.03068731821004931,-4.0590763092041016e-05,-0.0008550781250000195,0,0,0,1,1,1,0,0
true_null,1,False,quiet,0.8427996800947413,0.8379484229266547,0.004851257168086542,,,0.0153999924659729,0.0028643550223528855,0.019555719760012753,0.026429068888421024,-0.00011134147644042969,-0.006972070312500023,0,0,0,1,0,0,0,0
covariate_shift_mild,1,False,fire,0.8427996800947413,0.8376923649813297,0.005107315113411559,,,0.20065003633499146,0.25017412675810935,0.3832950112760432,0.21337238809527545,0.002963721752166748,0.14450244140625002,0,0,1,1,1,1,1,1
covariate_shift_moderate,1,False,fire,0.8427996800947413,0.8362706063291675,0.006529073765573767,,,0.38850003480911255,0.9734546814635918,0.7538661408812407,0.404912939343811,0.008454084396362305,0.27122412109375005,0,0,1,1,1,1,1,1
covariate_shift_strong,1,False,fire,0.8427996800947413,0.8373211620123526,0.005478518082388639,,,0.6734499931335449,3.210450843561309,1.373831903573581,0.6759010917516031,0.028146088123321533,0.41398124999999997,0,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,1,True,quiet,0.8427996800947413,0.5612718027275962,0.281527877367145,,,0.0153999924659729,0.0028643550223528855,0.019555719760012753,0.026429068888421024,-0.00011134147644042969,-0.006972070312500023,1,0,0,1,0,0,0,0
imputation_masked_null,1,True,quiet,0.8427996800947413,0.7282533681958916,0.11454631189884967,,,0.03107762336730957,0.010980563420003558,0.03517201601157416,0.05634434738427225,0.0013661384582519531,0.5,1,0,1,1,1,1,1,1
imputation_visible,1,True,unknown,0.8427996800947413,0.7227099865908383,0.12008969350390297,,,0.45204997062683105,3.6858231825647763,0.5349367753179407,0.7949270573553019,0.0013315677642822266,0.5,1,0,1,1,1,1,1,1
dilution_shift,1,True,quiet,0.8427996800947413,0.8122277916364549,0.0305718884582864,0.29300435817120707,0.14775299062398967,0.017949998378753662,0.00396062419704477,0.06590080652957381,0.03282265573984511,5.781650543212891e-06,0.002880175781249994,1,1,0,1,1,1,0,0
dilution_permuted,1,True,quiet,0.8427996800947413,0.8352468940076149,0.007552786087126395,0.34317956589564913,0.14775299062398967,0.0153999924659729,0.0028643550223528855,0.019555719760012753,0.026429068888421024,-0.00011807680130004883,0.0036105468749999536,0,1,0,1,0,0,0,0
irrelevant_feature_drift,1,False,fire,0.8427996800947413,0.8347724933519751,0.008027186742766146,,,0.8696500062942505,7.955645710635274,2.254117868439854,0.849064637175603,0.6521135568618774,0.5,0,0,1,1,1,1,1,1
sudden_shift,1,True,fire,0.8427996800947413,0.7541539458811886,0.08864573421355271,,,0.09315001964569092,0.16308951007027397,0.2522320779992925,0.18401717052623676,0.002090156078338623,0.3487314453125,1,0,1,1,1,1,1,1
gradual_shift,1,True,unknown,0.8427996800947413,0.8303306667036886,0.012469013391052663,,,0.016200006008148193,0.0037103305503818147,0.02529434266687918,0.02989651030959461,-0.0001258254051208496,0.0003408203125000453,1,0,0,1,1,1,0,0
true_null,2,False,quiet,0.8457893143307699,0.8417958314236206,0.003993482907149293,,,0.018150031566619873,0.002040419612790794,0.022519084220339,0.02489476996846001,-0.00013506412506103516,-0.0011305664062499776,0,0,0,0,0,0,0,0
covariate_shift_mild,2,False,fire,0.8457893143307699,0.8371792144653091,0.008610099865460796,,,0.20410001277923584,0.2444050390073191,0.3706495896634901,0.2105937230947938,0.0017052292823791504,0.1534105468749999,1,0,1,1,1,1,1,1
covariate_shift_moderate,2,False,fire,0.8457893143307699,0.8428329044209124,0.0029564099098574603,,,0.3799999952316284,0.9149909215355705,0.7236735786618941,0.39439897869977786,0.0069422125816345215,0.26004667968749995,0,0,1,1,1,1,1,1
covariate_shift_strong,2,False,fire,0.8457893143307699,0.8541389722131116,-0.008349657882341766,,,0.6603500247001648,3.145250295689676,1.3157807328645683,0.66513559576576,0.025402963161468506,0.41509736328125,0,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,2,True,quiet,0.8457893143307699,0.5565844147566033,0.2892048995741666,,,0.018150031566619873,0.002040419612790794,0.022519084220339,0.02489476996846001,-0.00013506412506103516,-0.0011305664062499776,1,0,0,0,0,0,0,0
imputation_masked_null,2,True,quiet,0.8457893143307699,0.7240312624080274,0.12175805192274247,,,0.02306389808654785,0.00549004388647723,0.02206756693591111,0.051216482450452065,0.001154184341430664,0.5,1,0,1,1,0,1,1,1
imputation_visible,2,True,unknown,0.8457893143307699,0.7279882168163392,0.11780109751443069,,,0.453000009059906,3.698693750355673,0.5352643274813522,0.7974267618329105,0.0011531710624694824,0.5,1,0,1,1,1,1,1,1
dilution_shift,2,True,quiet,0.8457893143307699,0.8170012800182352,0.028788034312534627,0.3252073361744212,0.15220207253886012,0.019050002098083496,0.003441444475091578,0.06828512495317193,0.03730785299644017,-5.644559860229492e-05,0.009379492187500005,1,1,0,1,1,1,0,0
dilution_permuted,2,True,quiet,0.8457893143307699,0.8392524538789026,0.006536860451867299,0.34468360458685976,0.15220207253886012,0.018150031566619873,0.002040419612790794,0.022519084220339,0.02489476996846001,-0.00012218952178955078,-0.0019242187500000396,0,1,0,0,0,0,0,0
irrelevant_feature_drift,2,False,fire,0.8457893143307699,0.8365692179511375,0.009220096379632392,,,0.8722000122070312,7.951253224449218,2.2762208724758213,0.8514636313735778,0.6499601602554321,0.5,1,0,1,1,1,1,1,1
sudden_shift,2,True,fire,0.8457893143307699,0.7658277984850563,0.07996151584571354,,,0.08960002660751343,0.15634843330977322,0.2556034735116427,0.18300814646708374,0.002247333526611328,0.3486430664062501,1,0,1,1,1,1,1,1
gradual_shift,2,True,unknown,0.8457893143307699,0.8347856023070965,0.01100371202367334,,,0.020550012588500977,0.0036043098950970286,0.029273265187467073,0.030607506465243267,-0.0001188516616821289,0.011739843750000034,1,0,1,1,1,1,0,1
true_null,3,False,quiet,0.8418809321798058,0.846026220630361,-0.0041452884505552845,,,0.015549987554550171,0.0023317434977170176,0.016060654009004725,0.02549028142318047,-9.715557098388672e-05,-0.005293749999999986,0,0,0,0,0,0,0,0
covariate_shift_mild,3,False,fire,0.8418809321798058,0.842644013280164,-0.000763081100358276,,,0.20525002479553223,0.26495505203928615,0.38600552024317153,0.21746469019327536,0.0025502443313598633,0.16657841796874995,0,0,1,1,1,1,1,1
covariate_shift_moderate,3,False,fire,0.8418809321798058,0.8434846161540829,-0.0016036839742771258,,,0.3862000107765198,0.9398183048906659,0.7367454033097008,0.3985837731467872,0.009471476078033447,0.27174902343749996,0,0,1,1,1,1,1,1
covariate_shift_strong,3,False,fire,0.8418809321798058,0.8461945239406385,-0.004313591760832791,,,0.675849974155426,3.2685396191730884,1.3640421396773823,0.6756583758085101,0.02848571538925171,0.4261134765625,0,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,3,True,quiet,0.8418809321798058,0.5571834416670738,0.28469749051273197,,,0.015549987554550171,0.0023317434977170176,0.016060654009004725,0.02549028142318047,-9.715557098388672e-05,-0.005293749999999986,1,0,0,0,0,0,0,0
imputation_masked_null,3,True,quiet,0.8418809321798058,0.7378835228424097,0.1039974093373961,,,0.027790427207946777,0.005728710197388332,0.02990548869971747,0.049228702918706436,0.001104891300201416,0.5,1,0,1,1,1,1,1,1
imputation_visible,3,True,unknown,0.8418809321798058,0.7319994155585683,0.10988151662123746,,,0.45249998569488525,3.6997201563419937,0.5360895996967533,0.7962444401953965,0.0011138916015625,0.5,1,0,1,1,1,1,1,1
dilution_shift,3,True,quiet,0.8418809321798058,0.819334305111799,0.022546627068006697,0.2846190372983177,0.1486702979814162,0.022800028324127197,0.004598549865778209,0.07078849096159745,0.035174989612917824,0.0001308917999267578,0.01588554687499999,1,1,1,1,1,1,0,1
dilution_permuted,3,True,quiet,0.8418809321798058,0.843654456767403,-0.001773524587597275,0.34413982837336854,0.1486702979814162,0.015549987554550171,0.0023317434977170176,0.016060654009004725,0.02549028142318047,-8.386373519897461e-05,-0.008547167968750102,0,1,0,0,0,0,0,0
irrelevant_feature_drift,3,False,fire,0.8418809321798058,0.8420476035025409,-0.00016667132273517904,,,0.8702999949455261,8.775994443892138,2.2555366960543313,0.8499102441115196,0.6466009616851807,0.5,0,0,1,1,1,1,1,1
sudden_shift,3,True,fire,0.8418809321798058,0.7655554806579936,0.07632545152181214,,,0.09230000525712967,0.16016174097664315,0.25529611930973956,0.18426992397245842,0.0023543834686279297,0.34368603515624996,1,0,1,1,1,1,1,1
gradual_shift,3,True,unknown,0.8418809321798058,0.83829900056301,0.0035819316167957638,,,0.018600016832351685,0.004004582394551575,0.027306172056911295,0.030514045965047948,-7.18235969543457e-05,0.01058505859375003,0,0,0,1,1,1,0,1
true_null,4,False,quiet,0.8455947248981945,0.8396301568872268,0.005964568010967786,,,0.01449999213218689,0.0019362156316675627,0.019727765052984955,0.024575785611585813,1.430511474609375e-05,-0.0062091796875000105,0,0,0,0,0,0,0,0
covariate_shift_mild,4,False,fire,0.8455947248981945,0.833974069175808,0.011620655722386575,,,0.20889997482299805,0.2543598209006982,0.38428974825335316,0.21557506077053062,0.0022507905960083008,0.15958417968749994,1,0,1,1,1,1,1,1
covariate_shift_moderate,4,False,fire,0.8455947248981945,0.8377338308567175,0.007860894041477051,,,0.38805001974105835,0.9200367932792712,0.7393602852177936,0.3979000402257568,0.008836805820465088,0.27064638671874997,0,0,1,1,1,1,1,1
covariate_shift_strong,4,False,fire,0.8455947248981945,0.8306402912021564,0.014954433696038105,,,0.6704500317573547,3.120097212908223,1.3549730898097176,0.6711504821109877,0.027965128421783447,0.41820996093749996,1,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,4,True,quiet,0.8455947248981945,0.556177593628765,0.2894171312694296,,,0.01449999213218689,0.0019362156316675627,0.019727765052984955,0.024575785611585813,1.430511474609375e-05,-0.0062091796875000105,1,0,0,0,0,0,0,0
imputation_masked_null,4,True,quiet,0.8455947248981945,0.7284790476690568,0.11711567722913774,,,0.03223863244056702,0.005529535298945368,0.03943888929027574,0.04563313201107884,0.0012167692184448242,0.5,1,0,1,1,1,1,1,1
imputation_visible,4,True,unknown,0.8455947248981945,0.7286100884690708,0.11698463642912371,,,0.45204997062683105,3.70432998182848,0.5344126302226195,0.797178089696759,0.0012363195419311523,0.5,1,0,1,1,1,1,1,1
dilution_shift,4,True,quiet,0.8455947248981945,0.8134579368367009,0.03213678806149367,0.3372660405592062,0.14488448844884488,0.018250003457069397,0.003825179474378112,0.06774289948187089,0.03501603345370319,0.0001760721206665039,0.008641894531250083,1,1,0,1,1,1,1,0
dilution_permuted,4,True,quiet,0.8455947248981945,0.8365257657174086,0.009068959180785985,0.35942255097955744,0.14488448844884488,0.01449999213218689,0.0019362156316675627,0.019727765052984955,0.024575785611585813,2.8014183044433594e-06,-0.005601660156249966,1,1,0,0,0,0,0,0
irrelevant_feature_drift,4,False,fire,0.8455947248981945,0.8341105931453487,0.011484131752845794,,,0.8735499978065491,8.066546184733244,2.2706994128517564,0.8527401285300201,0.653932511806488,0.5,1,0,1,1,1,1,1,1
sudden_shift,4,True,fire,0.8455947248981945,0.7619089404520888,0.08368578444610575,,,0.08950001001358032,0.1556050823977395,0.25501494742194003,0.18381937494438097,0.0025956034660339355,0.34978828124999994,1,0,1,1,1,1,1,1
gradual_shift,4,True,unknown,0.8455947248981945,0.8333556791153482,0.012239045782846292,,,0.01780003309249878,0.004056782623351715,0.02744066184871883,0.03182323065532514,3.7670135498046875e-05,0.004327148437500039,1,0,0,1,1,1,0,0
true_null,5,False,quiet,0.8426149550921022,0.8510247009322561,-0.00840974584015397,,,0.015799999237060547,0.0030897716526992365,0.02029684599807803,0.029448226448517446,5.3882598876953125e-05,-0.004358691406250004,0,0,0,1,0,1,0,0
covariate_shift_mild,5,False,fire,0.8426149550921022,0.8562371583696947,-0.01362220327759256,,,0.19984999299049377,0.24820483937347748,0.37491777614434296,0.21150423335770796,0.0023497939109802246,0.16426318359375003,0,0,1,1,1,1,1,1
covariate_shift_moderate,5,False,fire,0.8426149550921022,0.8523646357462913,-0.00974968065418913,,,0.3836500346660614,0.933397998857316,0.7359906488726331,0.3968733460772137,0.008283615112304688,0.26100341796874993,0,0,1,1,1,1,1,1
covariate_shift_strong,5,False,fire,0.8426149550921022,0.8724968723705819,-0.029881917278479775,,,0.6694999933242798,3.285887595699859,1.3661955646697812,0.6733344399367175,0.02863842248916626,0.4161659179687499,0,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,5,True,quiet,0.8426149550921022,0.5584457584645366,0.28416919662756557,,,0.015799999237060547,0.0030897716526992365,0.02029684599807803,0.029448226448517446,5.3882598876953125e-05,-0.004358691406250004,1,0,0,1,0,1,0,0
imputation_masked_null,5,True,quiet,0.8426149550921022,0.7351471981356671,0.10746775695643507,,,0.02718508243560791,0.007513683448234916,0.030531935994345862,0.048805341182532117,0.0013328194618225098,0.5,1,0,1,1,1,1,1,1
imputation_visible,5,True,unknown,0.8426149550921022,0.734276496572754,0.1083384585193482,,,0.4525499939918518,3.6845503833200075,0.5316608030859695,0.7951425688053917,0.0012824535369873047,0.5,1,0,1,1,1,1,1,1
dilution_shift,5,True,quiet,0.8426149550921022,0.8271504575930229,0.0154644974990793,0.30131631568309003,0.15014530190506942,0.016200006008148193,0.003645491061784372,0.060841995621135375,0.03362388702672423,0.00019568204879760742,0.005683691406249913,1,1,0,1,1,1,1,0
dilution_permuted,5,True,quiet,0.8426149550921022,0.8481311942092195,-0.005516239117117294,0.3331283427639343,0.15014530190506942,0.015799999237060547,0.0030897716526992365,0.02029684599807803,0.029448226448517446,5.3763389587402344e-05,-0.005024316406250007,0,1,0,1,0,1,0,0
irrelevant_feature_drift,5,False,fire,0.8426149550921022,0.845915203333744,-0.003300248241641879,,,0.8709500432014465,8.07361115864239,2.291198415539918,0.850745453841948,0.6522523760795593,0.5,0,0,1,1,1,1,1,1
sudden_shift,5,True,fire,0.8426149550921022,0.7675859508807028,0.07502900421139935,,,0.08990001678466797,0.16442462517712209,0.2594496805354218,0.18697347036951711,0.0024166107177734375,0.3480767578124999,1,0,1,1,1,1,1,1
gradual_shift,5,True,unknown,0.8426149550921022,0.8428750259964017,-0.0002600709042995808,,,0.015150010585784912,0.003783093505576916,0.02497889023104618,0.02959106119286007,6.330013275146484e-05,0.013069433593750013,0,0,0,1,1,1,0,1
true_null,6,False,quiet,0.8396759177801831,0.8440646210109686,-0.00438870323078544,,,0.015200018882751465,0.0024511367627660847,0.016894331730671713,0.025953107683900932,4.3392181396484375e-05,1.464843749965361e-06,0,0,0,0,0,0,0,0
covariate_shift_mild,6,False,fire,0.8396759177801831,0.8430723850553987,-0.0033964672752155867,,,0.19620001316070557,0.2458846811833806,0.3740456733482408,0.21075069906252591,0.0019508600234985352,0.1506046875,0,0,1,1,1,1,1,1
covariate_shift_moderate,6,False,fire,0.8396759177801831,0.8431656863662602,-0.00348976858607708,,,0.3840000033378601,0.9330418631709658,0.7395949972999953,0.3990960623310925,0.008256971836090088,0.2766369140625,0,0,1,1,1,1,1,1
covariate_shift_strong,6,False,fire,0.8396759177801831,0.8389856944659211,0.0006902233142620506,,,0.6711500287055969,3.1907714012764528,1.3737980993481445,0.6755215838669913,0.028583765029907227,0.41952929687500007,0,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,6,True,quiet,0.8396759177801831,0.5525445366442041,0.287131381135979,,,0.015200018882751465,0.0024511367627660847,0.016894331730671713,0.025953107683900932,4.3392181396484375e-05,1.464843749965361e-06,1,0,0,0,0,0,0,0
imputation_masked_null,6,True,quiet,0.8396759177801831,0.7330916810818406,0.1065842366983425,,,0.028706848621368408,0.012893828207914232,0.03588375282978496,0.06001208272483826,0.0012903213500976562,0.5,1,0,1,1,1,1,1,1
imputation_visible,6,True,unknown,0.8396759177801831,0.732365827003992,0.10731009077619114,,,0.45205000042915344,3.712366735895813,0.5333104064594489,0.7974464747223925,0.0013149380683898926,0.5,1,0,1,1,1,1,1,1
dilution_shift,6,True,quiet,0.8396759177801831,0.8222712631174344,0.017404654662748764,0.2710338384934141,0.1530976321764515,0.020100027322769165,0.003950698695392405,0.07109892337559559,0.035980692937131666,0.00024044513702392578,0.03715039062500003,1,1,0,1,1,1,1,1
dilution_permuted,6,True,quiet,0.8396759177801831,0.8415162993325811,-0.0018403815523979627,0.3017707293832447,0.1530976321764515,0.015200018882751465,0.0024511367627660847,0.016894331730671713,0.025953107683900932,3.695487976074219e-05,0.0036699218750000373,0,1,0,0,0,0,0,0
irrelevant_feature_drift,6,False,fire,0.8396759177801831,0.840350814323835,-0.0006748965436518262,,,0.8727499842643738,7.98749023432283,2.3005584958542986,0.8509257308523306,0.6503342390060425,0.5,0,0,1,1,1,1,1,1
sudden_shift,6,True,fire,0.8396759177801831,0.7598466811814475,0.07982923659873564,,,0.09355001151561737,0.16110719363979314,0.2597735331991434,0.18799445792284733,0.002447783946990967,0.34555214843750004,1,0,1,1,1,1,1,1
gradual_shift,6,True,unknown,0.8396759177801831,0.8381163640894178,0.0015595536907653251,,,0.01835000514984131,0.003456759468067686,0.029980486121947935,0.029939601323381616,4.64320182800293e-05,0.009839843750000021,0,0,0,1,1,1,0,0
true_null,7,False,quiet,0.8452658683042739,0.8407699678219462,0.004495900482327619,,,0.016400009393692017,0.0022980188249596594,0.02009820124236885,0.025048340631852448,0.00011450052261352539,0.008473730468749996,0,0,0,0,0,0,0,0
covariate_shift_mild,7,False,fire,0.8452658683042739,0.8409906549972417,0.004275213307032177,,,0.20669999718666077,0.2542901146725431,0.38603630605920414,0.21453675442621858,0.0023230910301208496,0.16609033203125,0,0,1,1,1,1,1,1
covariate_shift_moderate,7,False,fire,0.8452658683042739,0.8332210358393313,0.01204483246494259,,,0.3900499939918518,0.9475766567360702,0.7429767553509947,0.4006591825745416,0.007531464099884033,0.27105849609375,1,0,1,1,1,1,1,1
covariate_shift_strong,7,False,fire,0.8452658683042739,0.8277769284638657,0.017488939840408113,,,0.6757999658584595,3.165803289266523,1.3680520305480919,0.673686379634833,0.027309417724609375,0.41869296875000006,1,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,7,True,quiet,0.8452658683042739,0.5546918004303688,0.29057406787390505,,,0.016400009393692017,0.0022980188249596594,0.02009820124236885,0.025048340631852448,0.00011450052261352539,0.008473730468749996,1,0,0,0,0,0,0,0
imputation_masked_null,7,True,quiet,0.8452658683042739,0.7289585831786612,0.11630728512561261,,,0.03208732604980469,0.008169260790660701,0.03804040802229681,0.05132332438296324,0.0012382864952087402,0.5,1,0,1,1,1,1,1,1
imputation_visible,7,True,unknown,0.8452658683042739,0.7279681586763141,0.11729770962795971,,,0.45410001277923584,3.7463400588003424,0.5387246536577915,0.8001446559855062,0.0012817978858947754,0.49999980468750005,1,0,1,1,1,1,1,1
dilution_shift,7,True,quiet,0.8452658683042739,0.8146452656597304,0.03062060264454347,0.390793885504007,0.14557779212395094,0.018700003623962402,0.0029655409485206253,0.06108205307055801,0.03340366196573237,0.0003663301467895508,0.02389843749999998,1,1,0,1,1,1,1,1
dilution_permuted,7,True,quiet,0.8452658683042739,0.8381909796488304,0.007074888655443479,0.36720722498822544,0.14557779212395094,0.016400009393692017,0.0022980188249596594,0.02009820124236885,0.025048340631852448,0.0001074671745300293,0.005079687499999985,0,1,0,0,0,0,0,0
irrelevant_feature_drift,7,False,fire,0.8452658683042739,0.8363733011759049,0.008892567128368944,,,0.8726500272750854,8.091261631858764,2.25291022172474,0.8526772391366689,0.6499388217926025,0.5,1,0,1,1,1,1,1,1
sudden_shift,7,True,fire,0.8452658683042739,0.7620973264859768,0.08316854181829703,,,0.09004998207092285,0.15379404696425247,0.25554709917785545,0.18610745217759642,0.002636551856994629,0.35036904296875004,1,0,1,1,1,1,1,1
gradual_shift,7,True,unknown,0.8452658683042739,0.8330884820473073,0.012177386256966516,,,0.016400009393692017,0.0030858507431963623,0.02388720137834075,0.029541939956867175,0.00014150142669677734,0.010945605468750008,1,0,0,1,0,1,0,1
true_null,8,False,quiet,0.8458355254732259,0.8369285949566299,0.008906930516596079,,,0.015450000762939453,0.0024229747408531645,0.023444505949840367,0.02979677028914965,3.74913215637207e-05,-0.00447753906249998,1,0,0,0,0,1,0,0
covariate_shift_mild,8,False,fire,0.8458355254732259,0.8323844843207866,0.013451041152439336,,,0.1965000033378601,0.2399518394484071,0.3681598290513069,0.2082000384745178,0.0022125244140625,0.15938212890625003,1,0,1,1,1,1,1,1
covariate_shift_moderate,8,False,fire,0.8458355254732259,0.8409627176893663,0.004872807783859678,,,0.38324999809265137,0.9024830202474253,0.7214483143304539,0.3928494525737935,0.00800853967666626,0.2642941406249999,0,0,1,1,1,1,1,1
covariate_shift_strong,8,False,fire,0.8458355254732259,0.8389871619892015,0.0068483634840244,,,0.6642000079154968,3.148295119075425,1.3391857866245294,0.6704766350900011,0.02846395969390869,0.4220478515625,0,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,8,True,quiet,0.8458355254732259,0.5537539766507485,0.2920815488224774,,,0.015450000762939453,0.0024229747408531645,0.023444505949840367,0.02979677028914965,3.74913215637207e-05,-0.00447753906249998,1,0,0,0,0,1,0,0
imputation_masked_null,8,True,quiet,0.8458355254732259,0.7248402017043821,0.12099532376884381,,,0.02404104173183441,0.006833463797793509,0.03194962135785086,0.047222875189121626,0.0011216402053833008,0.5,1,0,1,1,1,1,1,1
imputation_visible,8,True,unknown,0.8458355254732259,0.7224139122598295,0.1234216132133964,,,0.45329999923706055,3.7027849204569776,0.5351779078808134,0.7970658746140106,0.0011194944381713867,0.5,1,0,1,1,1,1,1,1
dilution_shift,8,True,quiet,0.8458355254732259,0.8128945168216112,0.032941008651614756,0.294330495795772,0.14382022471910114,0.01510000228881836,0.003588747222041059,0.06282791634578933,0.03192355403962091,0.00031566619873046875,0.005106835937499943,1,1,0,1,1,1,1,0
dilution_permuted,8,True,quiet,0.8458355254732259,0.8332791126452144,0.012556412828011565,0.33217412831456894,0.14382022471910114,0.015450000762939453,0.0024229747408531645,0.023444505949840367,0.02979677028914965,4.869699478149414e-05,-0.0035090820312499993,1,1,0,0,0,1,0,0
irrelevant_feature_drift,8,False,fire,0.8458355254732259,0.8318273696438613,0.014008155829364655,,,0.870199978351593,8.79191578927065,2.2570970025455264,0.8504492764032083,0.6424250602722168,0.5,1,0,1,1,1,1,1,1
sudden_shift,8,True,fire,0.8458355254732259,0.7630502820752794,0.08278524339794657,,,0.08855000138282776,0.1514551897220146,0.2495105281371007,0.17933339915056098,0.0028955936431884766,0.34968623046875,1,0,1,1,1,1,1,1
gradual_shift,8,True,unknown,0.8458355254732259,0.8296474261016954,0.01618809937153054,,,0.021000012755393982,0.003184706986364078,0.027198153867225353,0.028903822055152312,7.56978988647461e-05,0.0060644531250000355,1,0,1,1,1,1,0,0
true_null,9,False,quiet,0.8412642431662621,0.8394044984849967,0.001859744681265485,,,0.013600051403045654,0.002115575960592236,0.01697305622579779,0.024179106314987455,1.1146068572998047e-05,0.005812109374999985,0,0,0,0,0,0,0,0
covariate_shift_mild,9,False,fire,0.8412642431662621,0.8396093359688869,0.001654907197375266,,,0.1977500319480896,0.23836483586356688,0.37264727552920635,0.20805743323246267,0.0021822452545166016,0.15506044921875006,0,0,1,1,1,1,1,1
covariate_shift_moderate,9,False,fire,0.8412642431662621,0.8353504393670225,0.00591380379923967,,,0.3769499957561493,0.8991976926201332,0.7322898835117666,0.39168458567392933,0.007872343063354492,0.2629486328124999,0,0,1,1,1,1,1,1
covariate_shift_strong,9,False,fire,0.8412642431662621,0.8392130928635313,0.002051150302730842,,,0.6730999946594238,3.238924308234976,1.389935277696571,0.6755537978424585,0.029255330562591553,0.4162655273437499,0,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,9,True,quiet,0.8412642431662621,0.5596020475281387,0.28166219563812345,,,0.013600051403045654,0.002115575960592236,0.01697305622579779,0.024179106314987455,1.1146068572998047e-05,0.005812109374999985,1,0,0,0,0,0,0,0
imputation_masked_null,9,True,quiet,0.8412642431662621,0.7261958540295224,0.11506838913673978,,,0.032718777656555176,0.00688715501348846,0.04247057500945887,0.04900667229925129,0.0011193156242370605,0.5,1,0,1,1,1,1,1,1
imputation_visible,9,True,unknown,0.8412642431662621,0.7259971004201432,0.11526714274611893,,,0.45399999618530273,3.720447396000401,0.5345051977975828,0.7977234092372159,0.0011451244354248047,0.5,1,0,1,1,1,1,1,1
